Job Title,Company Name,Location,Description,Salary,MetaData,Posting
Software Engineer,Accruent,"Remote in Austin, TX","  1+ years of professional software development experience.  Familiarity with version control systems (e.g., Git) and code collaboration tools (e.g., GitHub,… ·More...",,"$104,800 - $158,250 a year",
Software Developer in Test,Borderlessmnind,"Irving, TX","  Ability to use version control systems (e.g., Git) and continuous integration tools (e.g., Jenkins, Maven).  Experienced in preparing and automating functional… EmployerActive 4 days ago·More...",,"$104,800 - $158,250 a year",Active 4 days ago
Software Quality Engineer II,NCR,"Hybrid work in Irving, TX","  3-4+ years of professional software testing experience desired.  Minimum of 1-2 years of experience with C#, including a solid understanding of object-oriented… ·More...",,"$104,800 - $158,250 a year",
Jr. Software Developer,Lucifer Lighting Company,"San Antonio, TX 78219 (Arena District area)","  Conduct training for staff on developed software.  Duties include meeting with stakeholders to strategize ideas for beneficial software, coordinating with other… ·More...",,"$104,800 - $158,250 a year",
Software Engineer,PayPal,"Hybrid work in Austin, TX","  Manage configuration and version control using Git or similar tools, ensuring consistency across environments.  5+ years of relevant experience. ·More...",,"$104,800 - $158,250 a year",
"Senior Software Engineer, Fullstack",Tronic,Remote in Texas,"  Develop and maintain scalable web applications using a variety of tools and languages.  Cross-brand interoperability, allowing customers to earn and redeem… ·More...",,"$104,800 - $158,250 a year",
Software Developer – EMR Solutions,ChartPath,"Austin, TX 78759","  You will work closely with a cross-functional team of developers, engineers, and product managers to create scalable, secure, and user-friendly EMR software… ·More...",,"$104,800 - $158,250 a year",
Hiring Entry Level Software Engineer,AG Technologies,"Dallas, TX",  Master of Computer Science /MIS/ECE/EE. ·More...,,"$104,800 - $158,250 a year",
Oracle PL/SQL Developer,Wallero Technologies,"Hybrid work in Wadsworth, TX 77483","  Without a degree, 5 years full time technical experience or 5 years full-time programming and SQA testing experience will be considered. EmployerActive 4 days ago·More...",,"$104,800 - $158,250 a year",Active 4 days ago
"Software Development Engineer, Woot!",Woot.com LLC,"Carrollton, TX","  Our engineering teams build the web and app experiences our customers use to browse and purchase, build the tools and automation that help us to find the right… ·More...",,"$104,800 - $158,250 a year",
Staff Software Engineer,Signify Health,"Remote in Dallas, TX","  In this visible role, you will leverage your experience to be an impact player to design, develop, and optimize Signify Health applications and cloud-based… ·More...",,"$104,800 - $158,250 a year",
software engineer jobs in Texas,,,,,,
Sr. Software Engineer - Platform Identity,Splunk,Texas,  Experience maintaining enterprise software deployed in on-premise and cloud environments.  Develop and maintain server-side applications for authentication… ·More...,,"$129,300 - $223,600 a year",
"Software Development Engineer , DP&I - Atlas, DP&I - Atlas","Amazon Web Services, Inc.","Dallas, TX","  Utilize object-oriented software design to build scalable, maintainable systems.  3+ years of full software development life cycle, including coding standards,… ·More...",,"$129,300 - $223,600 a year",
Software Engineer,WORKOVER SOLUTIONS INC,"Houston, TX 77064",  WOS is seeking a software engineer to develop software for down-hole logging tools and surface equipment.  Independent abilities to optimize the software design… ·More...,,"$129,300 - $223,600 a year",
Software Engineer - Algorithm Infrastructure,Ommo Technologies Inc.,"Hybrid work in Carrollton, TX 75006","  Experience as a Software Engineer, with a strong emphasis on software infrastructure for data analytics.  Implement algorithms for data analytics, performance… EmployerActive 5 days ago·More...",,"$129,300 - $223,600 a year",Active 5 days ago
"Infrastructure Software Engineer, Retail Engineering",Apple,"Austin, TX","  Operating and developing infrastructure and services in public cloud environments (AWS, GCP).  You'll make sure the MDM software and associated applications run… ·More...",,"$129,300 - $223,600 a year",
Assembler Programmer,VEAH Consulting Services,"Irving, TX 75062",  Experience in JCL (Job control language) for job submission and file handling in mainframe environments.  Candidate will work closely with systems developers to… EmployerActive 4 days ago·More...,,"$129,300 - $223,600 a year",Active 4 days ago
"Software Engineer Stf / Lead / Embedded, Grand Prairie, TX",Lockheed Martin,"Grand Prairie, TX 75051","  Security Clearance Statement: This position requires a government security clearance, you must be a US Citizen for consideration. ·More...",,"$129,300 - $223,600 a year",
Software Engineer L1,Gotransverse,"Hybrid work in Austin, TX 78701","  Familiarity with the Spring and Hibernate ORM frameworks or similar.  Collaborate with team members, with support from senior developers, throughout the SDLC … ·More...",,"$129,300 - $223,600 a year",
Principal Software Engineer,Hewlett Packard,"Austin, TX 78729","  The role establishes and enforces coding standards, quality control processes, and testing methodologies to ensure the reliability and quality of software… ·More...",,"$129,300 - $223,600 a year",
Software Engineer in Test,Fidelity TalentSource,"Hybrid work in Westlake, TX",  Understand and apply BDD design concepts to test software solutions.  Delivering accurate and maintainable code for automation and software utilities. EmployerActive 12 days ago·More...,,"$129,300 - $223,600 a year",Active 12 days ago
"Manager, Software Development & Engineering",Charles Schwab,"Remote in Westlake, TX","  Paid time for vacation, volunteering, and 28-day sabbatical after every 5 years of service for eligible positions.  Position allows for 100% remote work. ·More...",,"$129,300 - $223,600 a year",
"Solutions Engineer, Software",Liberty Mutual,"Plano, TX 75024","  Collaborate with observability/SRE leads, Product Owners, software engineers, and security engineers to ensure continuous improvement and make systems more… ·More...",,"$129,300 - $223,600 a year",
Software Engineer III - Web Application Support,City of San Antonio,"San Antonio, TX 78205 (Downtown area)","  Knowledge of the practical application of software engineering and technology, including applying principles, techniques, and procedures to the design and… ·More...",,"$129,300 - $223,600 a year",
NASA Commercial Spacecraft Flight Software Systems Engineer,CACI,"Houston, TX 77058","  Pay Range: There are a host of factors that can influence final salary including, but not limited to, geographic location, Federal Government contract labor… ·More...",,"$129,300 - $223,600 a year",
Core Firmware Experience Development Engineer,Apple,"Austin, TX","  The Core Firmware team is seeking a systems software engineer to extend and improve the performance, cross-product consistency, and general user experience of… ·More...",,"$129,300 - $223,600 a year",
software engineer jobs in Texas,,,,,,
Embedded Software Engineer,Cimarron Software,"Houston, TX 77058","  Develop, integrate, and deploy embedded software solutions that interface with propulsion, command & data handling (C&DH), environmental control and life… EmployerActive 5 days ago·More...",,"$90,000 a year",Active 5 days ago
Software Engineer,PropelSys,"Plano, TX 75093","  Require Bachelors in Computer Science, Engineering, or related & 5 years of experience or Masters in Computer Science, Information systems, Engineering, or… ·More...",,"$90,000 a year",
Senior Software Engineer,Albers Aerospace,"McKinney, TX 75069","  Execute large, complex software project initiatives with minimal oversight or direction.  Critique design efforts including software architecture, requirements… EmployerActive 4 days ago·More...",,"$90,000 a year",Active 4 days ago
SOFTWARE ENGINEER,Payment Savvy,"Plano, TX",  Responsible for the programming of applications onto platforms as dictated by project needs.  Work with supervisors and project leads to ensure timely milestone… ·More...,,"$90,000 a year",
"Software Developer (Houston, TX)",ContentActive,"Houston, TX 77064 (Willowbrook area)",  Integrate software components and third-party programs to client applications.  Provide support and/or development modifications to existing custom software… ·More...,,"$90,000 a year",
