Job Title,Company Name,Location,Description,Salary,MetaData,Posting
Senior Machine Learning Engineer,Central Mutual Insurance Company,"Hybrid work in Dublin, OH 43017","  Provide guidance and mentorship to junior engineers, fostering growth and development within the team.  Consult with data engineers in the development of data… ·More...",,$30 an hour,
"Field Service Engineer Proton Therapy (On-Site)- Columbus, OH",Varian Medical Systems,"Columbus, OH","  Works within a compact team of site engineers, monitoring all aspects of the proton therapy system.  X-ray with Computed Tomography. ·More...",,$30 an hour,
"Open Rank, Professor of Practice - 5G-OH, Computer Science and Engineering",The Ohio State University,"Columbus, OH 43210 (The Ohio State University area)",  Department of Computer Science and Engineering.  The Department of Computer Science and Engineering (CSE ) at The Ohio State University invites applications for… ·More...,,$30 an hour,
Industry X - Engineering Consulting Consultant,Accenture,"Hybrid work in Columbus, OH",  This role will align with our Manufacturing & Operations - Product Engineering & Services practice and fall under the Engineering Consulting capability. ·More...,,$30 an hour,
SAP Functional Quality Engineering Lead,Accenture,"Columbus, OH","  We even built myConcerto, a mix of SAP and Accenture that helps lead our clients to big wins.  Define Approaches and Strategies for Test management inclusive of… ·More...",,$30 an hour,
Infrastructure & Capital Projects - Engineering Document Management Consultant,Accenture,"Columbus, OH","  A person who has lived and breathed engineering, construction, project management and project controls who likes to think big-picture and help find solutions. ·More...",,$30 an hour,
AI/ML Data Engineering Lead (Specialist Master) - SFL Scientific,Deloitte,"Columbus, OH","  Made up of experienced AI strategists, data scientists, and AI engineers, they serve as trusted advisors to executives, helping them understand and evaluate new… ·More...",,$30 an hour,
"Senior ML Engineer - RAG, VertexAI Solutions",Accenture,"Columbus, OH","  Collaborate with data engineers, software developers, and business stakeholders to understand search requirements and deliver solutions accordingly. ·More...",,$30 an hour,
"ai engineer jobs in London, OH",,,,,,
Bot Architect,TRA'BIAN ENTERPRISES,"Columbus, OH","  Develop, test, and deploy automated solutions and automated decision analytics to replace manual business processes.  Knowledge in REST & SOAP APIs. ·More...",,"$120,000 - $135,000 a year",
Full Stack MLOps Engineer,Accenture,"Hybrid work in Columbus, OH","  Nextira, now part of Accenture, builds cloud-based solutions and services with cutting-edge engineering skills, artificial intelligence (AI), machine learning … ·More...",,"$120,000 - $135,000 a year",
GCP Data Engineer,Accenture,"Hybrid work in Columbus, OH","  Lead a team of data engineers in designing, developing, testing, and deploying high performance data analytics solutions in GCP.  California $93,400 to $224,600. ·More...",,"$120,000 - $135,000 a year",
Senior Software Developer- Item Assist product,Pearson,"Remote in Columbus, OH 43201","  Though you will supervise the work of other engineers on the team, this is an individual contributor role and HR management responsibilities of other engineers… ·More...",,"$120,000 - $135,000 a year",
SAP Functional Quality Engineering Lead,Accenture,"Columbus, OH","  Accenture’s SAP practice, and we bring the New to life using design thinking, agile development methodologies, and the latest smart tech like IoT, automation,… ·More...",,"$120,000 - $135,000 a year",
Senior Control Systems Specialist,HDR,"Columbus, OH","  At HDR, our employee-owners are fully engaged in creating a welcoming environment where each of us is valued and respected, a place where everyone is empowered… ·More...",,"$120,000 - $135,000 a year",
Protein Biochemist/ Engineer,Battelle,"Columbus, OH","  Battelle delivers when others can’t.  We conduct research and development, manage national laboratories, design and manufacture products and deliver critical… ·More...",,"$120,000 - $135,000 a year",
AI/ML Data Engineering Lead (Specialist Master) - SFL Scientific,Deloitte,"Columbus, OH","  Made up of experienced AI strategists, data scientists, and AI engineers, they serve as trusted advisors to executives, helping them understand and evaluate new… ·More...",,"$120,000 - $135,000 a year",
"Senior ML Engineer - RAG, VertexAI Solutions",Accenture,"Columbus, OH","  Collaborate with data engineers, software developers, and business stakeholders to understand search requirements and deliver solutions accordingly. ·More...",,"$120,000 - $135,000 a year",
Senior Water/Wastewater Control Systems Engineer,HDR,"Columbus, OH","  Senior Water/Wastewater Control Systems Engineer.  At HDR, we specialize in engineering, architecture, environmental and construction services. ·More...",,"$120,000 - $135,000 a year",
Infrastructure & Capital Projects - Engineering Document Management Consultant,Accenture,"Columbus, OH","  This role can sit anywhere in the US as long as it is near an Accenture Corporate Office.  We are Industry X: We embed innovation, intelligence, and… ·More...",,"$120,000 - $135,000 a year",
Endowed Morrow Chair in Chemical Engineering,The Ohio State University,"Columbus, OH 43210 (The Ohio State University area)",  Endowed Morrow Chair in Chemical Engineering.  William G. Lowrie Department of Chemical and Biomolecular Engineering.  Experience in writing research proposals; ·More...,,"$120,000 - $135,000 a year",
SAP Functional Quality Engineering Manager,Accenture,"Columbus, OH","  Accenture’s SAP practice, and we bring the New to life using design thinking, agile development methodologies, and the latest smart tech like IoT, automation,… ·More...",,"$120,000 - $135,000 a year",
Industry X - Manufacturing Digital Transformation Manager,Accenture,"Columbus, OH",  This role can sit anywhere in the US as long as it is near an Accenture Corporate Office.  Industry X combines Accenture’s powerful digital capabilities with… ·More...,,"$120,000 - $135,000 a year",
Apigee API Developer,Accenture,"Hybrid work in Columbus, OH",  Are you ready to step up to the New and take your technology expertise to the next level?  Join Accenture and help transform leading organizations and… ·More...,,"$120,000 - $135,000 a year",
"ai engineer jobs in London, OH",,,,,,
Data & AI Engineering Manager,Accenture,"Hybrid work in Columbus, OH","  An experienced , hands-on Data & AI Engineering Manager.  You will have an opportunity to work in roles such as Data Scientist, Data Engineer, or Chief Data… ·More...",,"$120,000 - $135,000 a year",
Full Stack MLOps Engineer,Accenture,"Hybrid work in Columbus, OH","  Nextira, now part of Accenture, builds cloud-based solutions and services with cutting-edge engineering skills, artificial intelligence (AI), machine learning … ·More...",,"$120,000 - $135,000 a year",
Bot Architect,TRA'BIAN ENTERPRISES,"Columbus, OH","  Develop, test, and deploy automated solutions and automated decision analytics to replace manual business processes. ·More...",,"$120,000 - $135,000 a year",
Senior Software Developer- Item Assist product,Pearson,"Remote in Columbus, OH 43201",  Provide leadership for the team of engineers in an Agile software development approach.  Roughly 2/3rds of your time will be writing code as an individual… ·More...,,"$120,000 - $135,000 a year",
Protein Biochemist/ Engineer,Battelle,"Columbus, OH","  This full-time position is located in Columbus, Ohio.  Some domestic and international travel is anticipated.  As a Computational Biologist/Protein Engineer, you… ·More...",,"$120,000 - $135,000 a year",
Senior Control Systems Specialist,HDR,"Columbus, OH",  This individual’s primary function will be to serve in a project and team leadership role in support of our national Control Systems and Operational Technology… ·More...,,"$120,000 - $135,000 a year",
SAP Functional Quality Engineering Lead,Accenture,"Columbus, OH","  We even built myConcerto, a mix of SAP and Accenture that helps lead our clients to big wins.  Define Approaches and Strategies for Test management inclusive of… ·More...",,"$120,000 - $135,000 a year",
Endowed Morrow Chair in Chemical Engineering,The Ohio State University,"Columbus, OH 43210 (The Ohio State University area)",  William G. Lowrie Department of Chemical and Biomolecular Engineering.  The William G. Lowrie Department of Chemical and Biomolecular Engineering (https://cbe… ·More...,,"$120,000 - $135,000 a year",
Infrastructure & Capital Projects - Engineering Document Management Consultant,Accenture,"Columbus, OH","  A person who has lived and breathed engineering, construction, project management and project controls who likes to think big-picture and help find solutions. ·More...",,"$120,000 - $135,000 a year",
AI/ML Data Engineering Lead (Specialist Master) - SFL Scientific,Deloitte,"Columbus, OH","  Made up of experienced AI strategists, data scientists, and AI engineers, they serve as trusted advisors to executives, helping them understand and evaluate new… ·More...",,"$120,000 - $135,000 a year",
"Senior ML Engineer - RAG, VertexAI Solutions",Accenture,"Columbus, OH","  Collaborate with data engineers, software developers, and business stakeholders to understand search requirements and deliver solutions accordingly. ·More...",,"$120,000 - $135,000 a year",
Senior Water/Wastewater Control Systems Engineer,HDR,"Columbus, OH",  HDR is looking for Senior Water/Wastewater Control Systems Engineer to serve in a project lead role in support of our national Control Systems practice which… ·More...,,"$120,000 - $135,000 a year",
Industry X - Manufacturing Digital Transformation Manager,Accenture,"Columbus, OH",  Industry X combines Accenture’s powerful digital capabilities with deep engineering and manufacturing expertise.  Travel may be required for this role. ·More...,,"$120,000 - $135,000 a year",
